Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 89244 | - | RT-50005488 | IT-50028480 | Approve | jessica.smotherman | Accept - Machining Planner
Change Order | 91195 | - | RT-60005169 | IT-60027819 | Approve | mary.wesoloski | Accept - Change Owner
Change Order | 91195 | - | RT-60005169 | IT-60027821 | Approve | mary.wesoloski | Accept - Service Mgr.
Change Order | 91195 | - | RT-60005169 | IT-60027820 | Approve | mary.wesoloski | Accept - Planned
Change Order | 91195 | - | RT-60005169 | IT-60027823 |  | mary.wesoloski | Implement - Product SME
Change Order | 91195 | - | RT-60005169 | IT-60027824 |  | mary.wesoloski | Implement - Change Owner
Change Order | 91195 | - | RT-60005169 | IT-60027822 | Approve | mary.wesoloski | Implement - Project Manager
Change Order | 91195 | - | RT-60005169 | IT-60027825 |  | mary.wesoloski | Implement - Configuration Mgr.
Change Order | 91195 | - | RT-60005168 | IT-60027818 | Approve | mary.wesoloski | Approved - Regulatory
Change Order | 91195 | - | RT-60005168 | IT-60027816 | Approve | mary.wesoloski | Approved - Originator
Change Order | 91195 | - | RT-60005168 | IT-60027817 | Approve | mary.wesoloski | Approved - Configuration Mgr.
Change Order | 88715 | - | RT-50001274 | IT-50006756 | Approve | amy.brown | Approved - Production Coodination
Change Order | 88715 | - | RT-50001274 | IT-50006759 | Approve | amy.brown | Approved - CAD Checker
Change Order | 88715 | - | RT-50001274 | IT-50006757 | Approve | amy.brown | Approved - Training
Change Order | 88715 | - | RT-50001274 | IT-50006758 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 88715 | - | RT-50001274 | IT-50006761 | Approve | amy.brown | Approved - Technical Content Drawing Approver
Change Order | 88715 | - | RT-50001274 | IT-50006762 | Approve | amy.brown | Approved - Supplier Proposal for Change Review
Change Order | 88715 | - | RT-50001274 | IT-50006763 | Approve | amy.brown | Approved - Originator
Change Order | 88715 | - | RT-50001274 | IT-50006760 | Approve | amy.brown | Approved - Regulatory
Change Order | 88715 | - | RT-50001275 | IT-50006765 |  | amy.brown | Implement - DHF Implementer / Change Owner
Change Order | 88715 | - | RT-50001275 | IT-50006764 | Approve | amy.brown | Accept - Production Supervisor / Scrap PQ Lots
Change Order | 88715 | - | RT-50001275 | IT-50006769 | Approve | amy.brown | Accept - Change Owner
Change Order | 88715 | - | RT-50001275 | IT-50006768 | Approve | amy.brown | Accept - Planned
Change Order | 88715 | - | RT-50001275 | IT-50006770 | Approve | amy.brown | Accept - Planner
Change Order | 88715 | - | RT-50001275 | IT-50006766 | Approve | amy.brown | Accept - Training Coordination
Change Order | 88715 | - | RT-50001275 | IT-50006767 | Approve | amy.brown | Accept - Update TLC Effective Date / TLC System Administrator
Change Order | 88715 | - | RT-50001275 | IT-50006773 | Approve | amy.brown | Implement - Project Manager
Change Order | 88715 | - | RT-50001275 | IT-50006771 |  | amy.brown | Implement - Configuration Manager
Change Order | 88715 | - | RT-50001275 | IT-50006772 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 90749 | - | RT-60005295 | IT-60028517 | Approve | jason.richmond | Approved - Regulatory
Change Order | 90749 | - | RT-60005295 | IT-60028516 | Approve | jason.richmond | Approved - Configuration Manager
Change Order | 90749 | - | RT-60005295 | IT-60028519 | Approve | jason.richmond | Approved - Training
Change Order | 90749 | - | RT-60005295 | IT-60028518 | Approve | jason.richmond | Approved - ECO Originator
Change Order | 90749 | - | RT-60005296 | IT-60028520 | Approve | jason.richmond | Accept - Planned
Change Order | 90749 | - | RT-60005296 | IT-60028521 | Approve | jason.richmond | Accept - Material Control
Change Order | 90749 | - | RT-60005296 | IT-60028524 |  | jason.richmond | Accept - Change Owner
Change Order | 90749 | - | RT-60005296 | IT-60028522 | Approve | jason.richmond | Accept - Planner
Change Order | 90749 | - | RT-60005296 | IT-60028523 | Approve | jason.richmond | Accept - EM Supervisor
Change Order | 91564 | - | RT-60004281 | IT-60022596 | Approve | mary.wesoloski | Accept - Change Owner
Change Order | 91564 | - | RT-60004281 | IT-60022595 | Approve | mary.wesoloski | Accept - Planned
Change Order | 91564 | - | RT-60004281 | IT-60022597 | Approve | mary.wesoloski | Accept - Service Mgr.
Change Order | 91564 | - | RT-60004281 | IT-60022599 |  | mary.wesoloski | Implement - Configuration Mgr.
Change Order | 91564 | - | RT-60004281 | IT-60022600 | Approve | mary.wesoloski | Implement - Product SME
Change Order | 91564 | - | RT-60004281 | IT-60022601 |  | mary.wesoloski | Implement - Change Owner
Change Order | 91564 | - | RT-60004281 | IT-60022598 | Approve | mary.wesoloski | Accept - TLC System Administrator / Update TLC Effective Date
Change Order | 91564 | - | RT-60004280 | IT-60022594 | Approve | mary.wesoloski | Approved - Originator
Change Order | 91564 | - | RT-60004280 | IT-60022591 | Approve | mary.wesoloski | Approved - Configuration Mgr.
Change Order | 91564 | - | RT-60004280 | IT-60022592 | Approve | mary.wesoloski | Approved - Regulatory
Change Order | 91564 | - | RT-60004280 | IT-60022593 | Approve | mary.wesoloski | Approved - Training
Change Order | 89420 | - | RT-50007148 | IT-50037025 | Approve | crystal.miotke | Approved - Configuration Manager
Change Order | 89420 | - | RT-50007148 | IT-50037024 | Approve | crystal.miotke | Approved - ECO Originator
Change Order | 89420 | - | RT-50007148 | IT-50037026 | Approve | crystal.miotke | Approved - CAD
Change Order | 89420 | - | RT-50007148 | IT-50037027 | Approve | crystal.miotke | Approved - SQE
Change Order | 89420 | - | RT-50007148 | IT-50037028 | Approve | crystal.miotke | Approved - Technical Content Drawing Approver
Change Order | 89420 | - | RT-50007148 | IT-50037029 | Approve | crystal.miotke | Approved - Regulatory
Change Order | 89420 | - | RT-50007149 | IT-50037030 | Approve | crystal.miotke | Accept - Buyer
Change Order | 89420 | - | RT-50007149 | IT-50037032 | Approve | crystal.miotke | Accept - Change Owner
Change Order | 89420 | - | RT-50007149 | IT-50037031 |  | crystal.miotke | Accept - Buyer
Change Order | 87501 | - | RT-50001377 | IT-50007269 | Approve | jennifer.butler | Approved - Originator
Change Order | 87501 | - | RT-50001377 | IT-50007270 | Approve | jennifer.butler | Approved - Training
Change Order | 87501 | - | RT-50001377 | IT-50007271 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 87501 | - | RT-50001377 | IT-50007272 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 87501 | - | RT-50001378 | IT-50007284 | Approve | jennifer.butler | Implement - Independent Reviewer
Change Order | 87501 | - | RT-50001378 | IT-50007286 |  | jennifer.butler | Implement - Quality - Elkton
Change Order | 87501 | - | RT-50001378 | IT-50007285 | Approve | jennifer.butler | Implement - Quality Management Associate
Change Order | 87501 | - | RT-50001378 | IT-50007283 | Approve | jennifer.butler | Implement - Training
Change Order | 87501 | - | RT-50001378 | IT-50007274 | Approve | jennifer.butler | Implement - SME
Change Order | 87501 | - | RT-50001378 | IT-50007273 | Approve | jennifer.butler | Accept - Planned
Change Order | 87501 | - | RT-50001378 | IT-50007276 | Approve | jennifer.butler | Implement - CDI Production Chemistry Supervisor
Change Order | 87501 | - | RT-50001378 | IT-50007275 | Approve | jennifer.butler | Implement - Change Writer
Change Order | 87501 | - | RT-50001378 | IT-50007277 |  | jennifer.butler | Implement - Configuration Mgr
Change Order | 87501 | - | RT-50001378 | IT-50007278 |  | jennifer.butler | Implement - Change Owner
Change Order | 87501 | - | RT-50001378 | IT-50007281 | Approve | jennifer.butler | Accept - Change Owner
Change Order | 87501 | - | RT-50001378 | IT-50007279 | Approve | jennifer.butler | Accept - TLC System Administrator
Change Order | 87501 | - | RT-50001378 | IT-50007282 | Approve | jennifer.butler | Accept - CDI Production Chemistry Supervisor
Change Order | 87501 | - | RT-50001378 | IT-50007280 | Approve | jennifer.butler | Accept - Quality - Elkton
Change Order | 88704 | - | RT-60000103 | IT-60000551 | Approve | kathir.soundararajan | Approved - Regulatory
Change Order | 88704 | - | RT-60000103 | IT-60000550 | Approve | kathir.soundararajan | Approved - CAD
Change Order | 88704 | - | RT-60000103 | IT-60000552 | Approve | kathir.soundararajan | Approved - Originator /Technical Content Drawing Approver
Change Order | 88704 | - | RT-60000103 | IT-60000553 | Approve | kathir.soundararajan | Approved - Configuration Mgr
Change Order | 88704 | - | RT-60000103 | IT-60000554 | Approve | kathir.soundararajan | Approved - SQE
Change Order | 88704 | - | RT-60000104 | IT-60000562 |  | kathir.soundararajan | Implement - SQE
Change Order | 88704 | - | RT-60000104 | IT-60000555 | Approve | kathir.soundararajan | Accept - Buyer
Change Order | 88704 | - | RT-60000104 | IT-60000556 | Approve | kathir.soundararajan | Accept - Change Owner
Change Order | 88704 | - | RT-60000104 | IT-60000557 | Approve | kathir.soundararajan | Accept - SQE
Change Order | 88704 | - | RT-60000104 | IT-60000558 |  | kathir.soundararajan | Implement - Configuration Mgr
Change Order | 88704 | - | RT-60000104 | IT-60000559 | Approve | kathir.soundararajan | Implement - Project Manager
Change Order | 88704 | - | RT-60000104 | IT-60000561 |  | kathir.soundararajan | Implement - Change Owner
Change Order | 88704 | - | RT-60000104 | IT-60000560 | Approve | kathir.soundararajan | Implement - SME
Change Order | 90800 | - | RT-60004905 | IT-60026278 |  | kathir.soundararajan | Accept - SQE
Change Order | 90800 | - | RT-60004905 | IT-60026280 |  | kathir.soundararajan | Accept - Buyer
Change Order | 90800 | - | RT-60004905 | IT-60026279 |  | kathir.soundararajan | Accept - Change Owner
Change Order | 90800 | - | RT-60004904 | IT-60026273 | Approve | kathir.soundararajan | Approved - Originator / Technical Content Drawing Approver
Change Order | 90800 | - | RT-60004904 | IT-60026276 | Approve | kathir.soundararajan | Approved - Supplier Quality Engineering (SQE)
Change Order | 90800 | - | RT-60004904 | IT-60026274 | Approve | kathir.soundararajan | Approved - Configuration Manager
Change Order | 90800 | - | RT-60004904 | IT-60026275 | Approve | kathir.soundararajan | Approved - CAD
Change Order | 90800 | - | RT-60004904 | IT-60026277 | Approve | kathir.soundararajan | Approved - Regulatory
Change Order | 91460 | - | RT-60005731 | IT-60030969 | Approve | janie.eskuri | Approved - Originator
Change Order | 91460 | - | RT-60005731 | IT-60030971 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 91460 | - | RT-60005731 | IT-60030970 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91460 | - | RT-60005732 | IT-60030972 |  | janie.eskuri | Accept - Change Owner
Change Order | 91275 | - | RT-60002625 | IT-60013717 | Approve | kathir.soundararajan | Approved - Originator
Change Order | 91275 | - | RT-60002625 | IT-60013718 | Approve | kathir.soundararajan | Approved - Regulatory
Change Order | 91275 | - | RT-60002625 | IT-60013719 | Approve | kathir.soundararajan | Approved - Configuration Manager
Change Order | 91275 | - | RT-60002626 | IT-60013722 |  | kathir.soundararajan | Implement - Project Manager
Change Order | 91275 | - | RT-60002626 | IT-60013724 |  | kathir.soundararajan | Implement - Configuration Manager
Change Order | 91275 | - | RT-60002626 | IT-60013723 | Approve | kathir.soundararajan | Implement - Product Subject Matter Expert (SME)
Change Order | 91275 | - | RT-60002626 | IT-60013720 | Approve | kathir.soundararajan | Accept - Change owner
Change Order | 91275 | - | RT-60002626 | IT-60013721 |  | kathir.soundararajan | Implement - Change Owner
Change Order | 90280 | - | RT-60002679 | IT-60014033 | Approve | jessica.smotherman | Approved - Originator
Change Order | 90280 | - | RT-60002679 | IT-60014035 | Approve | jessica.smotherman | Approved - Graphics
Change Order | 90280 | - | RT-60002679 | IT-60014037 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 90280 | - | RT-60002679 | IT-60014036 | Approve | jessica.smotherman | Approved - SQE
Change Order | 90280 | - | RT-60002679 | IT-60014034 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 90280 | - | RT-60002680 | IT-60014038 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 90280 | - | RT-60002680 | IT-60014039 | Approve | jessica.smotherman | Accept - Buyer
Change Order | 90280 | - | RT-60002680 | IT-60014040 |  | jessica.smotherman | Accept - Scrap Associate
Change Order | 90178 | - | RT-60005744 | IT-60031051 | Approve | amy.brown | Approved - Regulatory
Change Order | 90178 | - | RT-60005744 | IT-60031050 | Approve | amy.brown | Approved - Originator
Change Order | 90178 | - | RT-60005744 | IT-60031052 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 90178 | - | RT-60005744 | IT-60031053 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90178 | - | RT-60005745 | IT-60031055 | Approve | amy.brown | Accept - TLC Admin.
Change Order | 90178 | - | RT-60005745 | IT-60031057 | Approve | amy.brown | Accept - Production Supervisor
Change Order | 90178 | - | RT-60005745 | IT-60031056 |  | amy.brown | Accept - Scrap Associate
Change Order | 90178 | - | RT-60005745 | IT-60031058 | Approve | amy.brown | Accept - Change Owner
Change Order | 90178 | - | RT-60005745 | IT-60031059 | Approve | amy.brown | Accept - Planned
Change Order | 90178 | - | RT-60005745 | IT-60031054 | Approve | amy.brown | Accept - Planner / Buyer
Change Order | 90549 | - | RT-60003423 | IT-60017870 | Approve | stuart.andrzejewski | Approved - Configuration Manager
Change Order | 90549 | - | RT-60003423 | IT-60017869 | Approve | stuart.andrzejewski | Approved - ECO Originator
Change Order | 90549 | - | RT-60003423 | IT-60017871 | Approve | stuart.andrzejewski | Approved - Regulatory
Change Order | 90549 | - | RT-60003424 | IT-60017872 | Approve | stuart.andrzejewski | Accept - Change Owner
Change Order | 90549 | - | RT-60003424 | IT-60017873 |  | stuart.andrzejewski | Accept - SQE
Change Order | 91656 | - | RT-60005021 | IT-60026971 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91656 | - | RT-60005021 | IT-60026974 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91656 | - | RT-60005021 | IT-60026973 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91656 | - | RT-60005021 | IT-60026972 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 91656 | - | RT-60005022 | IT-60026976 |  | jennifer.seagraves | Accept - Buyer
Change Order | 91656 | - | RT-60005022 | IT-60026977 |  | jennifer.seagraves | Accept - Change Owner
Change Order | 91656 | - | RT-60005022 | IT-60026975 |  | jennifer.seagraves | Accept - SQE
Change Order | 88584 | - | RT-40006182 | IT-40030540 |  | kathir.soundararajan | Accept - Buyer
Change Order | 88584 | - | RT-40006182 | IT-40030539 | Approve | kathir.soundararajan | Accept - Change Owner
Change Order | 88584 | - | RT-40006182 | IT-40030538 |  | kathir.soundararajan | Accept - SQE
Change Order | 88584 | - | RT-40006181 | IT-40030534 | Approve | kathir.soundararajan | Approved - CAD
Change Order | 88584 | - | RT-40006181 | IT-40030535 | Approve | kathir.soundararajan | Approved - Technical Content Drawing Approver
Change Order | 88584 | - | RT-40006181 | IT-40030536 | Approve | kathir.soundararajan | Approved - SQE
Change Order | 88584 | - | RT-40006181 | IT-40030537 | Approve | kathir.soundararajan | Approved - Regulatory
Change Order | 88584 | - | RT-40006181 | IT-40030533 | Approve | kathir.soundararajan | Approved - Configuration Manager
Change Order | 88584 | - | RT-40006181 | IT-40030532 | Approve | kathir.soundararajan | Approved - Originator
Change Order | 90910 | - | RT-60003490 | IT-60018230 | Approve | jennifer.butler | Approved - Originator
Change Order | 90910 | - | RT-60003490 | IT-60018229 | Approve | jennifer.butler | Approved - Configuration Mgr.
Change Order | 90910 | - | RT-60003490 | IT-60018231 | Approve | jennifer.butler | Approved - CAD
Change Order | 90910 | - | RT-60003490 | IT-60018234 | Approve | jennifer.butler | Approved - Technical Content Drawing Approver
Change Order | 90910 | - | RT-60003490 | IT-60018233 | Approve | jennifer.butler | Approved - SQE
Change Order | 90910 | - | RT-60003490 | IT-60018232 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 90910 | - | RT-60003491 | IT-60018235 |  | jennifer.butler | Accept - Buyer
Change Order | 90910 | - | RT-60003491 | IT-60018236 | Approve | jennifer.butler | Accept - Change Owner
Change Order | 90319 | - | RT-60003801 | IT-60019906 | Approve | amy.brown | Accept - Buyer
Change Order | 90319 | - | RT-60003801 | IT-60019908 | Approve | amy.brown | Accept - Inspection Supervisor
Change Order | 90319 | - | RT-60003801 | IT-60019907 | Approve | amy.brown | Accept - Change Owner
Change Order | 90319 | - | RT-60003801 | IT-60019910 |  | amy.brown | Accept - Scrap Associate
Change Order | 90319 | - | RT-60003801 | IT-60019909 | Approve | amy.brown | Accept - Planned
Change Order | 90319 | - | RT-60003801 | IT-60019911 | Approve | amy.brown | Accept - Clamp Modifications Accepter
Change Order | 90319 | - | RT-60003800 | IT-60019901 | Approve | amy.brown | Approved - SQE
Change Order | 90319 | - | RT-60003800 | IT-60019900 | Approve | amy.brown | Approved - CAD Checker
Change Order | 90319 | - | RT-60003800 | IT-60019902 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90319 | - | RT-60003800 | IT-60019905 | Approve | amy.brown | Approved - Originator
Change Order | 90319 | - | RT-60003800 | IT-60019904 | Approve | amy.brown | Approved - Technical Content Drawing Approver / Inventory documentation
Change Order | 90319 | - | RT-60003800 | IT-60019903 | Approve | amy.brown | Approved - Regulatory
Change Order | 91160 | - | RT-60005626 | IT-60030276 | Approve | amy.brown | Accept - Planned
Change Order | 91160 | - | RT-60005626 | IT-60030277 | Approve | amy.brown | Accept - Production Supervisor
Change Order | 91160 | - | RT-60005626 | IT-60030275 | Approve | amy.brown | Accept - Change Owner
Change Order | 91160 | - | RT-60005626 | IT-60030278 | Approve | amy.brown | Accept - TLC Admin.
Change Order | 91160 | - | RT-60005626 | IT-60030280 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 91160 | - | RT-60005626 | IT-60030279 |  | amy.brown | Implement - Change Owner
Change Order | 91160 | - | RT-60005626 | IT-60030282 |  | amy.brown | Implement - Configuration Manager
Change Order | 91160 | - | RT-60005626 | IT-60030281 |  | amy.brown | Implement - DHF Implementer
Change Order | 91160 | - | RT-60005625 | IT-60030273 | Approve | amy.brown | Approved - Regulatory
Change Order | 91160 | - | RT-60005625 | IT-60030274 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91160 | - | RT-60005625 | IT-60030272 | Approve | amy.brown | Approved - Originator
Change Order | 91160 | - | RT-60005625 | IT-60030271 | Approve | amy.brown | Approved - Training Manager
Change Order | 90888 | - | RT-60003552 | IT-60018595 | Approve | robert.kumpula | Approved - CAD
Change Order | 90888 | - | RT-60003552 | IT-60018596 | Approve | robert.kumpula | Approved - Regulatory
Change Order | 90888 | - | RT-60003552 | IT-60018594 | Approve | robert.kumpula | Approved - Configuration Mgr
Change Order | 90888 | - | RT-60003552 | IT-60018598 | Approve | robert.kumpula | Approved - SQE
Change Order | 90888 | - | RT-60003552 | IT-60018597 | Approve | robert.kumpula | Approved - Originator / Technical Content Drawing Approver
Change Order | 90888 | - | RT-60003553 | IT-60018601 | Approve | robert.kumpula | Accept - Buyer
Change Order | 90888 | - | RT-60003553 | IT-60018600 | Approve | robert.kumpula | Accept - Change Owner
Change Order | 90888 | - | RT-60003553 | IT-60018599 |  | robert.kumpula | Accept - SQE / Update Primary Location
Change Order | 91227 | - | RT-60005377 | IT-60028927 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 91227 | - | RT-60005377 | IT-60028925 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 91227 | - | RT-60005377 | IT-60028926 | Approve | jessica.smotherman | Approved - Originator
Change Order | 91227 | - | RT-60005378 | IT-60028928 |  | jessica.smotherman | Accept - Change Owner
Change Order | 90192 | - | RT-60005259 | IT-60028327 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90192 | - | RT-60005259 | IT-60028326 | Approve | amy.brown | Approved - Originator
Change Order | 90192 | - | RT-60005259 | IT-60028328 | Approve | amy.brown | Approved - Regulatory
Change Order | 90192 | - | RT-60005260 | IT-60028330 | Approve | amy.brown | Accept - Production Supervisor
Change Order | 90192 | - | RT-60005260 | IT-60028329 | Approve | amy.brown | Accept - Elkton Quality Management
Change Order | 90192 | - | RT-60005260 | IT-60028331 | Approve | amy.brown | Accept - Planned
Change Order | 90192 | - | RT-60005260 | IT-60028333 |  | amy.brown | Implement - Elkton Quality Management
Change Order | 90192 | - | RT-60005260 | IT-60028334 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 90192 | - | RT-60005260 | IT-60028332 | Approve | amy.brown | Accept - Change Owner
Change Order | 90192 | - | RT-60005260 | IT-60028335 |  | amy.brown | Implement - Configuration Manager
Change Order | 90192 | - | RT-60005260 | IT-60028336 |  | amy.brown | Implement - Change Owner
Change Order | 91382 | - | RT-60005489 | IT-60029536 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91382 | - | RT-60005489 | IT-60029538 | Approve | kevin.bemis | Approved - SQE
Change Order | 91382 | - | RT-60005489 | IT-60029540 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91382 | - | RT-60005489 | IT-60029537 | Approve | kevin.bemis | Approved - Post Market Engineering
Change Order | 91382 | - | RT-60005489 | IT-60029539 | Approve | kevin.bemis | Approved - Originator
Change Order | 91382 | - | RT-60005490 | IT-60029545 |  | kevin.bemis | Implement - Change Owner
Change Order | 91382 | - | RT-60005490 | IT-60029546 |  | kevin.bemis | Implement - Product SME
Change Order | 91382 | - | RT-60005490 | IT-60029544 |  | kevin.bemis | Implement - Configuration Mgr
Change Order | 91382 | - | RT-60005490 | IT-60029542 | Approve | kevin.bemis | Accept - Buyer
Change Order | 91382 | - | RT-60005490 | IT-60029543 | Approve | kevin.bemis | Accept - Change Owner
Change Order | 91382 | - | RT-60005490 | IT-60029541 | Approve | kevin.bemis | Accept - SQE
Change Order | 83959 | - | RT-50002197 | IT-50011397 | Approve | daniel.cooney | Approved - Graphics
Change Order | 83959 | - | RT-50002197 | IT-50011398 | Approve | daniel.cooney | Approved - Configuration Mgr
Change Order | 83959 | - | RT-50002197 | IT-50011396 | Approve | daniel.cooney | Approved - Originator
Change Order | 83959 | - | RT-50002198 | IT-50011399 |  | daniel.cooney | Accept - Buyer
Change Order | 83959 | - | RT-50002198 | IT-50011401 | Approve | daniel.cooney | Accept - Finance
Change Order | 83959 | - | RT-50002198 | IT-50011400 | Approve | daniel.cooney | Accept - Accepter
Change Order | 90790 | - | RT-60003904 | IT-60020594 |  | amy.brown | Accept - Buyer
Change Order | 90790 | - | RT-60003904 | IT-60020595 | Approve | amy.brown | Accept - Change Owner
Change Order | 90790 | - | RT-60003903 | IT-60020593 | Approve | amy.brown | Approved - Regulatory
Change Order | 90790 | - | RT-60003903 | IT-60020592 | Approve | amy.brown | Approved - Technical Content Drawing Reviewer
Change Order | 90790 | - | RT-60003903 | IT-60020588 | Approve | amy.brown | Approved - Originator
Change Order | 90790 | - | RT-60003903 | IT-60020590 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90790 | - | RT-60003903 | IT-60020589 | Approve | amy.brown | Approved - CAD Checker
Change Order | 90790 | - | RT-60003903 | IT-60020591 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 91528 | - | RT-60004797 | IT-60025674 |  | jennifer.butler | Accept - EM Supervisor
Change Order | 91528 | - | RT-60004797 | IT-60025675 | Approve | jennifer.butler | Accept - TLC System Administrator
Change Order | 91528 | - | RT-60004797 | IT-60025672 | Approve | jennifer.butler | Accept - Planned
Change Order | 91528 | - | RT-60004797 | IT-60025671 |  | jennifer.butler | Accept - Change Owner
Change Order | 91528 | - | RT-60004797 | IT-60025673 | Approve | jennifer.butler | Accept - Planner
Change Order | 91528 | - | RT-60004796 | IT-60025670 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91528 | - | RT-60004796 | IT-60025668 | Approve | jennifer.butler | Approved - Originator
Change Order | 91528 | - | RT-60004796 | IT-60025669 | Approve | jennifer.butler | Approved - Training
Change Order | 91528 | - | RT-60004796 | IT-60025667 | Approve | jennifer.butler | Approved - Configuration Mgr.
Change Order | 90950 | - | RT-60003494 | IT-60018256 | Approve | georgia.eierman | Accept - Planned
Change Order | 90950 | - | RT-60003494 | IT-60018254 | Approve | georgia.eierman | Accept - Change Owner
Change Order | 90950 | - | RT-60003494 | IT-60018255 | Approve | georgia.eierman | Accept - Service Supervisor
Change Order | 90950 | - | RT-60003494 | IT-60018258 |  | georgia.eierman | Implement - Change Owner
Change Order | 90950 | - | RT-60003494 | IT-60018257 | Approve | georgia.eierman | Implement - Product SME
Change Order | 90950 | - | RT-60003494 | IT-60018259 |  | georgia.eierman | Implement - Configuration Mgr.
Change Order | 90950 | - | RT-60003493 | IT-60018252 | Approve | georgia.eierman | Approved - Configuration Mgr.
Change Order | 90950 | - | RT-60003493 | IT-60018253 | Approve | georgia.eierman | Approved - Regulatory
Change Order | 90950 | - | RT-60003493 | IT-60018251 | Approve | georgia.eierman | Approved - Originator
Change Order | 90909 | - | RT-60004669 | IT-60024985 |  | jennifer.seagraves | Implement - SME
Change Order | 90909 | - | RT-60004669 | IT-60024984 | Approve | jennifer.seagraves | Implement - SME
Change Order | 90909 | - | RT-60004669 | IT-60024986 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 90909 | - | RT-60004669 | IT-60024975 | Approve | jennifer.seagraves | Accept - EM Supervisor
Change Order | 90909 | - | RT-60004669 | IT-60024978 | Approve | jennifer.seagraves | Implement - SME
Change Order | 90909 | - | RT-60004669 | IT-60024977 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 90909 | - | RT-60004669 | IT-60024976 | Approve | jennifer.seagraves | Implement - SME
Change Order | 90909 | - | RT-60004669 | IT-60024983 | Approve | jennifer.seagraves | Accept - Planned
Change Order | 90909 | - | RT-60004669 | IT-60024980 | Approve | jennifer.seagraves | Accept - CDI Supervisor
Change Order | 90909 | - | RT-60004669 | IT-60024981 | Approve | jennifer.seagraves | Accept - Service Supervisor
Change Order | 90909 | - | RT-60004669 | IT-60024982 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 90909 | - | RT-60004669 | IT-60024979 | Approve | jennifer.seagraves | Accept - TLC System Administrator
Change Order | 90909 | - | RT-60004668 | IT-60024974 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 90909 | - | RT-60004668 | IT-60024971 | Approve | jennifer.seagraves | Approved - Training
Change Order | 90909 | - | RT-60004668 | IT-60024973 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 90909 | - | RT-60004668 | IT-60024972 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91636 | - | RT-60004726 | IT-60025362 | Approve | amy.brown | Approved - Originator
Change Order | 91636 | - | RT-60004726 | IT-60025363 | Approve | amy.brown | Approved - CAD Checker
Change Order | 91636 | - | RT-60004726 | IT-60025364 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91636 | - | RT-60004727 | IT-60025365 |  | amy.brown | Accept - Buyer
Change Order | 91636 | - | RT-60004727 | IT-60025366 |  | amy.brown | Accept - Accepter
Change Order | 91324 | - | RT-60004847 | IT-60025956 | Approve | georgia.eierman | Approved - Regulatory
Change Order | 91324 | - | RT-60004847 | IT-60025957 | Approve | georgia.eierman | Approved - Configuration Mgr.
Change Order | 91324 | - | RT-60004847 | IT-60025958 | Approve | georgia.eierman | Approved - Originator
Change Order | 91324 | - | RT-60004847 | IT-60025959 | Approve | georgia.eierman | Approved - Training
Change Order | 91324 | - | RT-60004848 | IT-60025962 | Approve | georgia.eierman | Accept - Service Supervisor
Change Order | 91324 | - | RT-60004848 | IT-60025961 | Approve | georgia.eierman | Accept - Update TLC Effective Date / TLC System Administrator
Change Order | 91324 | - | RT-60004848 | IT-60025963 | Approve | georgia.eierman | Accept - Planned
Change Order | 91324 | - | RT-60004848 | IT-60025960 |  | georgia.eierman | Accept - Change Owner
Change Order | 91726 | - | RT-20012406 | IT-20058541 | Approve | robert.lynch | Approved - Originator
